"response","fixed1","fixed2","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic"
"ANPP_woody_stem","SolarRadiation","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.48e-10,249,0.2282,0.8352,7.465
"ANPP_woody_branch","SolarRadiation","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4618,67,0.0368,0.4224,2.476
"ANPP_woody","SolarRadiation","lat","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06413,80,0.0835,0.6019,0.6115
"ANPP_woody_stem","SolarRadiation","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.042e-11,281,0.28,0.8027,1.999
"ANPP_woody_branch","SolarRadiation","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.345
"ANPP_woody","SolarRadiation","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.007651,80,0.2336,0.5956,2.315
"ANPP_woody_stem","SolarRadiation","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.988e-11,281,0.275,0.7905,0.8772
"ANPP_woody_branch","SolarRadiation","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,0.7045
"ANPP_woody","SolarRadiation","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.002726,80,0.3209,0.6185,2.513
"ANPP_woody_stem","SolarRadiation","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.642e-11,281,0.2759,0.7941,2.078
"ANPP_woody_branch","SolarRadiation","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","SolarRadiation","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.001987,80,0.3406,0.6203,2.431
"ANPP_woody_stem","SolarRadiation","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.441e-11,281,0.2705,0.7928,1.976
"ANPP_woody_branch","SolarRadiation","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,0.06418
"ANPP_woody","SolarRadiation","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06413,80,0.0835,0.6019,0.6115
"ANPP_woody_stem","SolarRadiation","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.408e-09,281,0.2007,0.7956,2.476
"ANPP_woody_branch","SolarRadiation","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","SolarRadiation","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06413,80,0.0835,0.6019,0.4027
"ANPP_woody_stem","SolarRadiation","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.136e-13,281,0.3118,0.7993,1.292
"ANPP_woody_branch","SolarRadiation","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","SolarRadiation","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06413,80,0.0835,0.6019,0.6115
"ANPP_woody_stem","SolarRadiation","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.408e-09,281,0.2007,0.7956,2.799
"ANPP_woody_branch","SolarRadiation","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","SolarRadiation","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06413,80,0.0835,0.6019,0.6115
"ANPP_woody_stem","SolarRadiation","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.256e-10,281,0.2751,0.7934,0.8077
"ANPP_woody_branch","SolarRadiation","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.068
"ANPP_woody","SolarRadiation","Aridity","geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.06413,80,0.0835,0.6019,0.6115
"ANPP_woody_stem","SolarRadiation","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.679e-09,281,0.2028,0.7814,1.196
"ANPP_woody_branch","SolarRadiation","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","SolarRadiation","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.01756,80,0.1764,0.6019,1.601
"ANPP_woody_stem","SolarRadiation","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.267e-10,281,0.2265,0.7935,0.8051
"ANPP_woody_branch","SolarRadiation","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","SolarRadiation","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.03136,80,0.1448,0.5971,0.2357
"ANPP_woody_stem","SolarRadiation","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.473e-10,281,0.2442,0.792,1.167
"ANPP_woody_branch","SolarRadiation","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.4243,99,0.02322,0.5046,1.503
"ANPP_woody","Aridity","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.0002137,56,0.4831,0.8139,2.206
"ANPP_woody_stem","Aridity","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.79e-16,247,0.3875,0.8228,3.963
"ANPP_woody_branch","Aridity","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6587,64,0.01859,0.4102,2.136
"ANPP_woody","Aridity","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.0007988,55,0.3601,0.8082,0.3164
"ANPP_woody_stem","Aridity","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,7.638e-13,249,0.1953,0.8318,1.379
"ANPP_woody_branch","Aridity","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6431,67,0.02107,0.4102,2.086
"ANPP_woody","Aridity","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1141,80,0.07872,0.5759,0.2613
"ANPP_woody_stem","Aridity","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.712e-15,281,0.2997,0.812,13.8
"ANPP_woody_branch","Aridity","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.0444,80,0.1768,0.5898,0.2953
"ANPP_woody_stem","Aridity","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.304e-15,281,0.3345,0.8137,14.54
"ANPP_woody_branch","Aridity","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.005812,80,0.2786,0.6123,1.934
"ANPP_woody_stem","Aridity","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,6.832e-14,281,0.2651,0.8032,9.879
"ANPP_woody_branch","Aridity","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.006577,80,0.2847,0.5959,0.987
"ANPP_woody_stem","Aridity","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.574e-13,281,0.2411,0.8038,5.908
"ANPP_woody_branch","Aridity","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.016
"ANPP_woody","Aridity","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.001692,80,0.3389,0.5724,7.274
"ANPP_woody_stem","Aridity","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,2.959e-12,281,0.1702,0.8035,0.5426
"ANPP_woody_branch","Aridity","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.03053,80,0.172,0.6257,1.191
"ANPP_woody_stem","Aridity","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.83e-15,281,0.2871,0.8043,12.65
"ANPP_woody_branch","Aridity","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1141,80,0.07872,0.5759,0.2613
"ANPP_woody_stem","Aridity","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,2.959e-12,281,0.1702,0.8035,3.508
"ANPP_woody_branch","Aridity","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1141,80,0.07872,0.5759,0.2613
"ANPP_woody_stem","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.404e-14,281,0.3149,0.8163,12.06
"ANPP_woody_branch","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1141,80,0.07872,0.5759,0.2613
"ANPP_woody_stem","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.24e-12,281,0.2043,0.7995,3.821
"ANPP_woody_branch","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1141,80,0.07872,0.5759,0.2613
"ANPP_woody_stem","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.28e-14,281,0.2859,0.8047,9.24
"ANPP_woody_branch","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1141,80,0.07872,0.5759,0.0005665
"ANPP_woody_stem","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.179e-15,281,0.3373,0.8011,16.27
"ANPP_woody_branch","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.3406,99,0.03009,0.523,1.607
"ANPP_woody","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.001242,56,0.4218,0.7475,0.5988
"ANPP_woody_stem","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.104e-14,247,0.3671,0.8112,0.24
"ANPP_woody_branch","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6084,64,0.02683,0.4227,0.3887
"ANPP_woody","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.01082,55,0.2265,0.7572,1.827
"ANPP_woody_stem","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.316e-12,249,0.4089,0.8708,16.8
"ANPP_woody_branch","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5409,67,0.03244,0.4178,1.004
"ANPP_woody","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.003578,80,0.2211,0.6072,3.791
"ANPP_woody_stem","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.012e-11,281,0.2701,0.804,0.6825
"ANPP_woody_branch","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.001373,80,0.379,0.6038,0.2212
"ANPP_woody_stem","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.056e-12,281,0.3387,0.806,1.221
"ANPP_woody_branch","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,0.4812
"ANPP_woody","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.001392,80,0.3594,0.6258,1.597
"ANPP_woody_stem","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.025e-11,281,0.2726,0.7947,0.1185
"ANPP_woody_branch","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.813
"ANPP_woody","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.001558,80,0.3531,0.6194,1.454
"ANPP_woody_stem","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.801e-12,281,0.3733,0.8354,3.376
"ANPP_woody_branch","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,0.1465
"ANPP_woody","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.003578,80,0.2211,0.6072,3.791
"ANPP_woody_stem","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.801e-12,281,0.3733,0.8354,14.25
"ANPP_woody_branch","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.003578,80,0.2211,0.6072,3.214
"ANPP_woody_stem","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.877e-13,281,0.3189,0.8018,0.4429
"ANPP_woody_branch","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.003578,80,0.2211,0.6072,3.791
"ANPP_woody_stem","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.801e-12,281,0.3733,0.8354,18.93
"ANPP_woody_branch","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.003578,80,0.2211,0.6072,1.8
"ANPP_woody_stem","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.911e-12,281,0.3261,0.8039,1.066
"ANPP_woody_branch","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.809
"ANPP_woody","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.001698,80,0.3397,0.5975,0.7187
"ANPP_woody_stem","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.801e-12,281,0.3733,0.8354,4.963
"ANPP_woody_branch","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.003578,80,0.2211,0.6072,3.791
"ANPP_woody_stem","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.801e-12,281,0.3733,0.8354,5.509
"ANPP_woody_branch","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.001168,80,0.3416,0.5861,1.586
"ANPP_woody_stem","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.801e-12,281,0.3733,0.8354,4.561
"ANPP_woody_branch","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.517,99,0.01953,0.5064,1.978
"ANPP_woody","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.005037,56,0.3459,0.757,2.801
"ANPP_woody_stem","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.854e-14,247,0.3501,0.814,1.851
"ANPP_woody_branch","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5705,64,0.03214,0.4214,0.962
"ANPP_woody","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.04082,55,0.1037,0.7566,0.4551
"ANPP_woody_stem","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.116e-09,249,0.3309,0.8699,7.375
"ANPP_woody_branch","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5254,67,0.03537,0.4172,1.123
"ANPP_woody","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.008711,80,0.1785,0.6184,1.496
"ANPP_woody_stem","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.525e-11,281,0.2695,0.8019,0.6692
"ANPP_woody_branch","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5207,99,0.01998,0.5066,1.465
"ANPP_woody","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.004216,80,0.2683,0.6176,1.131
"ANPP_woody_stem","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.028e-11,281,0.342,0.8167,2.073
"ANPP_woody_branch","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5207,99,0.01998,0.5066,1.241
"ANPP_woody","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.002433,80,0.3191,0.6218,2.369
"ANPP_woody_stem","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.587e-11,281,0.2712,0.7942,1.007
"ANPP_woody_branch","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5207,99,0.01998,0.5066,1.465
"ANPP_woody","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.002288,80,0.3202,0.612,2.443
"ANPP_woody_stem","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.146e-10,281,0.2438,0.787,0.6876
